station_id,timestamp_utc,latitude,longitude,temperature_c,dewpoint_c,relative_humidity_pct,wind_speed_knots,wind_direction_deg,wind_gust_knots,visibility_km,precipitation_mm,pressure_hpa,cloud_ceiling_ft,present_weather_code,quality_flag,data_origin,operational_use
WX-SAMPLE01,2024-06-02T06:00:00+00:00,42.3833,-100.25047,14.1,7.7,79.0,4.1,257,21.4,12.2,0.0,1002.9,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T07:00:00+00:00,42.3833,-100.25047,17.3,11.5,37.8,6.1,30,7.3,9.2,0.0,1008.7,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T08:00:00+00:00,42.3833,-100.25047,20.6,14.8,35.5,3.7,283,1.6,8.1,0.0,1020.4,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T09:00:00+00:00,42.3833,-100.25047,16.6,15.6,74.5,2.6,304,1.9,11.4,0.0,1015.7,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T10:00:00+00:00,42.3833,-100.25047,20.8,13.7,61.1,2.6,78,7.0,13.0,0.0,1014.9,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T11:00:00+00:00,42.3833,-100.25047,18.0,15.4,82.7,0.2,283,12.4,5.4,0.0,1017.8,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T12:00:00+00:00,42.3833,-100.25047,21.9,15.5,91.1,8.4,180,6.8,12.6,0.0,1009.9,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T13:00:00+00:00,42.3833,-100.25047,21.6,13.9,48.5,2.3,176,1.7,9.2,0.0,1011.2,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T14:00:00+00:00,42.3833,-100.25047,21.6,18.0,52.3,6.6,69,2.0,9.9,0.0,1007.7,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T15:00:00+00:00,42.3833,-100.25047,17.9,14.1,41.3,2.5,314,8.1,10.7,0.0,1017.4,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T16:00:00+00:00,42.3833,-100.25047,20.6,12.2,70.3,4.3,351,15.8,8.0,0.0,1024.2,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T17:00:00+00:00,42.3833,-100.25047,15.8,14.5,62.5,5.1,283,1.8,10.6,0.5,1023.6,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T18:00:00+00:00,42.3833,-100.25047,13.1,7.8,94.9,0.4,21,1.0,8.0,0.0,1016.5,500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T19:00:00+00:00,42.3833,-100.25047,12.2,11.2,68.7,3.8,248,1.9,6.2,0.0,1015.0,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T20:00:00+00:00,42.3833,-100.25047,12.3,4.2,67.8,0.6,358,8.8,10.6,2.0,1011.8,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T21:00:00+00:00,42.3833,-100.25047,10.6,3.8,94.4,2.0,328,10.4,5.3,0.5,1007.1,1500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T22:00:00+00:00,42.3833,-100.25047,11.5,6.7,59.8,0.5,173,3.8,14.9,0.0,1012.3,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-02T23:00:00+00:00,42.3833,-100.25047,10.5,6.8,87.4,4.1,335,8.2,11.5,0.0,1010.4,500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T00:00:00+00:00,42.3833,-100.25047,12.3,4.9,56.0,0.5,167,16.6,14.9,0.0,1026.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T01:00:00+00:00,42.3833,-100.25047,8.3,6.8,44.8,3.0,184,5.7,14.4,0.0,1002.2,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T02:00:00+00:00,42.3833,-100.25047,10.8,6.1,70.7,17.7,239,5.5,3.5,2.0,1018.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T03:00:00+00:00,42.3833,-100.25047,11.7,7.6,72.0,0.7,35,4.1,12.4,0.0,1021.7,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T04:00:00+00:00,42.3833,-100.25047,13.6,4.3,37.8,1.8,63,4.2,8.6,2.0,1025.0,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T05:00:00+00:00,42.3833,-100.25047,12.4,8.1,91.8,2.4,14,2.2,5.0,2.0,1016.4,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T06:00:00+00:00,42.3833,-100.25047,16.0,9.4,55.5,2.1,236,2.1,3.2,0.0,999.2,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T07:00:00+00:00,42.3833,-100.25047,17.6,11.9,36.4,8.1,46,20.1,10.7,0.0,1010.7,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T08:00:00+00:00,42.3833,-100.25047,17.6,15.1,58.9,1.2,166,24.0,4.7,0.0,1014.2,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T09:00:00+00:00,42.3833,-100.25047,15.9,16.6,49.4,3.6,12,19.7,3.6,0.0,1025.1,1500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T10:00:00+00:00,42.3833,-100.25047,20.6,13.1,66.1,1.6,286,8.3,9.6,0.0,1013.6,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T11:00:00+00:00,42.3833,-100.25047,20.8,15.4,53.5,4.2,214,2.0,6.3,0.0,1019.2,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T12:00:00+00:00,42.3833,-100.25047,22.0,14.7,53.4,6.3,352,28.2,10.6,0.0,1003.8,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T13:00:00+00:00,42.3833,-100.25047,22.2,14.7,56.3,4.9,109,0.1,10.3,0.5,1021.7,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T14:00:00+00:00,42.3833,-100.25047,18.6,13.7,68.3,4.2,169,14.1,2.3,0.0,1009.8,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T15:00:00+00:00,42.3833,-100.25047,17.0,16.8,52.7,5.0,267,2.7,13.0,0.0,1006.0,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T16:00:00+00:00,42.3833,-100.25047,20.8,13.4,94.6,1.7,15,7.4,2.6,0.0,1003.4,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T17:00:00+00:00,42.3833,-100.25047,17.6,13.7,46.0,16.1,321,8.6,5.3,0.0,1016.7,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T18:00:00+00:00,42.3833,-100.25047,14.3,12.7,40.1,2.9,241,11.8,13.9,0.0,997.4,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T19:00:00+00:00,42.3833,-100.25047,14.5,11.0,70.9,5.3,288,13.1,10.0,0.0,1009.6,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T20:00:00+00:00,42.3833,-100.25047,13.7,5.7,36.7,17.3,239,4.3,10.2,0.5,1012.0,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T21:00:00+00:00,42.3833,-100.25047,10.3,6.6,74.5,5.1,8,3.6,7.6,0.0,1026.4,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T22:00:00+00:00,42.3833,-100.25047,8.8,6.2,43.1,6.1,97,1.6,14.0,0.0,1015.5,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-03T23:00:00+00:00,42.3833,-100.25047,6.5,6.4,76.1,11.0,68,8.3,14.6,0.0,1005.5,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T00:00:00+00:00,42.3833,-100.25047,7.9,1.9,48.5,0.3,300,4.9,7.6,0.5,1012.1,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T01:00:00+00:00,42.3833,-100.25047,11.3,5.5,43.9,10.6,339,1.0,5.7,0.0,985.4,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T02:00:00+00:00,42.3833,-100.25047,11.2,2.8,40.0,0.6,24,6.8,12.6,0.0,1023.1,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T03:00:00+00:00,42.3833,-100.25047,10.9,5.3,87.3,0.4,219,15.0,7.3,2.0,1021.1,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T04:00:00+00:00,42.3833,-100.25047,12.2,6.2,50.8,21.0,213,7.4,7.5,0.0,1014.3,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T05:00:00+00:00,42.3833,-100.25047,13.1,8.9,40.5,4.5,140,8.8,4.4,2.0,1011.5,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T06:00:00+00:00,42.3833,-100.25047,16.4,9.2,53.4,5.7,158,2.2,8.4,0.5,1013.9,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T07:00:00+00:00,42.3833,-100.25047,18.3,10.3,31.8,2.5,135,6.5,9.2,0.0,1009.5,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T08:00:00+00:00,42.3833,-100.25047,17.9,11.6,42.9,1.0,77,8.9,14.3,0.0,1004.2,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T09:00:00+00:00,42.3833,-100.25047,23.9,15.8,54.4,5.1,188,7.5,15.0,0.0,1014.0,500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T10:00:00+00:00,42.3833,-100.25047,20.4,17.0,90.8,2.6,119,1.2,7.8,0.0,1009.4,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T11:00:00+00:00,42.3833,-100.25047,18.2,18.2,49.0,2.0,205,4.8,3.7,0.0,1011.1,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T12:00:00+00:00,42.3833,-100.25047,21.6,17.3,58.6,2.1,162,8.0,8.5,0.0,1019.3,1500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T13:00:00+00:00,42.3833,-100.25047,21.3,13.4,93.3,6.6,27,24.3,11.1,0.0,1013.8,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T14:00:00+00:00,42.3833,-100.25047,19.4,13.5,80.5,9.7,240,3.5,15.0,0.0,1013.7,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T15:00:00+00:00,42.3833,-100.25047,18.6,15.6,35.1,8.5,134,40.2,14.6,0.5,998.2,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T16:00:00+00:00,42.3833,-100.25047,18.1,10.0,69.3,3.7,308,6.5,14.0,0.0,1025.3,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T17:00:00+00:00,42.3833,-100.25047,14.9,12.2,40.4,3.5,341,23.8,4.7,0.0,1004.3,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T18:00:00+00:00,42.3833,-100.25047,19.1,7.9,31.7,1.5,295,19.0,8.7,0.0,1013.9,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T19:00:00+00:00,42.3833,-100.25047,14.7,8.6,77.7,3.7,34,3.2,10.1,0.0,1011.5,500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T20:00:00+00:00,42.3833,-100.25047,10.9,6.5,58.9,4.2,12,36.1,11.8,0.0,1013.6,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T21:00:00+00:00,42.3833,-100.25047,13.9,5.6,81.5,1.1,141,2.3,14.2,2.0,1005.2,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T22:00:00+00:00,42.3833,-100.25047,6.5,5.1,35.2,0.9,113,0.4,5.5,0.0,1019.9,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-04T23:00:00+00:00,42.3833,-100.25047,9.1,2.5,41.4,4.5,273,1.8,7.9,5.0,1021.8,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T00:00:00+00:00,42.3833,-100.25047,5.5,2.9,59.5,4.2,38,4.7,4.6,0.0,1005.9,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T01:00:00+00:00,42.3833,-100.25047,11.8,2.6,88.7,5.9,244,8.1,5.1,0.0,1027.7,25000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T02:00:00+00:00,42.3833,-100.25047,3.5,4.2,53.6,7.0,26,6.1,10.9,0.0,1017.5,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T03:00:00+00:00,42.3833,-100.25047,11.1,4.1,92.8,1.7,147,2.6,13.0,0.0,1007.0,15000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T04:00:00+00:00,42.3833,-100.25047,13.8,8.7,74.2,8.1,169,15.5,14.5,0.0,1014.5,500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T05:00:00+00:00,42.3833,-100.25047,14.0,10.5,49.2,2.7,217,5.0,11.7,0.5,1030.1,5000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T06:00:00+00:00,42.3833,-100.25047,11.7,10.2,75.1,1.3,120,16.2,14.6,2.0,1013.3,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T07:00:00+00:00,42.3833,-100.25047,16.9,12.0,48.7,0.1,208,0.3,14.6,0.0,1003.4,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T08:00:00+00:00,42.3833,-100.25047,19.5,12.0,81.4,1.8,339,7.9,3.3,0.0,1004.1,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T09:00:00+00:00,42.3833,-100.25047,19.9,16.0,92.3,11.2,301,3.3,13.6,0.5,1006.7,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T10:00:00+00:00,42.3833,-100.25047,18.9,13.7,70.1,13.8,179,0.4,8.5,0.5,1004.2,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T11:00:00+00:00,42.3833,-100.25047,25.2,14.1,40.9,2.1,26,5.0,4.7,0.0,1019.0,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T12:00:00+00:00,42.3833,-100.25047,21.9,15.2,58.0,4.4,264,13.8,10.3,0.0,1012.9,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T13:00:00+00:00,42.3833,-100.25047,22.1,15.0,82.8,3.3,103,0.1,9.0,0.0,1001.4,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T14:00:00+00:00,42.3833,-100.25047,20.8,16.2,78.0,2.4,120,1.0,7.2,0.0,1010.2,500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T15:00:00+00:00,42.3833,-100.25047,21.4,15.6,53.7,4.0,226,3.4,7.0,0.0,1006.1,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T16:00:00+00:00,42.3833,-100.25047,21.5,11.5,42.6,4.6,203,9.3,6.0,0.0,1016.0,500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T17:00:00+00:00,42.3833,-100.25047,17.1,11.1,61.1,2.1,53,1.9,10.8,0.0,1004.6,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T18:00:00+00:00,42.3833,-100.25047,15.0,10.3,82.4,3.0,6,6.8,9.3,0.0,1014.8,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T19:00:00+00:00,42.3833,-100.25047,13.0,7.9,75.8,3.3,41,42.4,10.2,0.0,1006.1,500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T20:00:00+00:00,42.3833,-100.25047,11.9,8.1,40.5,1.4,54,9.9,4.4,0.0,1006.8,1500,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T21:00:00+00:00,42.3833,-100.25047,11.5,4.5,87.7,2.9,59,1.8,8.2,0.0,1001.5,500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T22:00:00+00:00,42.3833,-100.25047,8.9,5.3,62.4,9.7,19,1.2,3.3,0.0,1013.4,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-05T23:00:00+00:00,42.3833,-100.25047,7.2,2.6,39.6,5.8,231,0.2,2.9,0.0,1017.2,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T00:00:00+00:00,42.3833,-100.25047,6.8,5.7,80.7,10.8,27,5.3,7.3,0.0,1004.1,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T01:00:00+00:00,42.3833,-100.25047,11.9,4.0,78.6,0.1,134,6.8,6.4,0.0,1015.2,1500,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T02:00:00+00:00,42.3833,-100.25047,8.2,7.5,62.7,0.7,62,4.3,13.7,0.0,1000.5,5000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T03:00:00+00:00,42.3833,-100.25047,12.8,7.2,43.1,19.8,1,3.4,9.6,0.0,1016.6,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T04:00:00+00:00,42.3833,-100.25047,12.9,6.1,88.0,2.5,37,17.4,2.1,0.5,1023.6,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T05:00:00+00:00,42.3833,-100.25047,13.4,10.3,48.3,0.4,261,13.1,7.7,0.0,1019.5,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T06:00:00+00:00,42.3833,-100.25047,17.7,11.4,40.5,1.1,325,8.5,7.0,2.0,1008.7,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T07:00:00+00:00,42.3833,-100.25047,15.7,12.8,61.2,11.2,103,0.1,14.4,0.0,1014.1,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T08:00:00+00:00,42.3833,-100.25047,18.1,14.7,66.1,2.6,261,7.9,6.6,0.0,1009.6,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T09:00:00+00:00,42.3833,-100.25047,21.8,16.3,70.4,1.8,97,18.9,4.5,0.0,1007.5,1500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T10:00:00+00:00,42.3833,-100.25047,19.5,13.1,37.8,9.4,155,2.3,13.4,0.0,1019.3,5000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T11:00:00+00:00,42.3833,-100.25047,21.5,18.0,71.8,4.1,149,1.1,3.6,0.0,1007.6,5000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T12:00:00+00:00,42.3833,-100.25047,20.2,15.6,59.7,21.2,304,2.6,5.5,0.0,1005.8,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T13:00:00+00:00,42.3833,-100.25047,21.6,16.3,60.9,1.7,258,1.6,9.7,0.0,1008.3,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T14:00:00+00:00,42.3833,-100.25047,21.4,14.9,82.2,0.3,288,30.6,3.9,5.0,1006.6,500,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T15:00:00+00:00,42.3833,-100.25047,17.6,12.1,41.2,4.3,179,0.7,2.3,0.0,1025.2,25000,BR,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T16:00:00+00:00,42.3833,-100.25047,19.3,13.0,72.7,4.5,92,2.9,9.7,0.0,1007.5,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T17:00:00+00:00,42.3833,-100.25047,18.6,9.4,85.3,6.7,18,0.6,7.3,2.0,1019.7,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T18:00:00+00:00,42.3833,-100.25047,13.7,8.5,33.5,0.0,162,37.8,10.8,0.0,1002.5,1500,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T19:00:00+00:00,42.3833,-100.25047,15.1,10.8,41.1,1.2,125,15.6,11.1,0.0,1002.7,25000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T20:00:00+00:00,42.3833,-100.25047,9.8,6.7,55.6,2.0,166,1.3,9.7,0.0,1020.4,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T21:00:00+00:00,42.3833,-100.25047,10.2,6.1,33.9,1.4,297,2.4,3.8,0.0,1011.5,15000,HZ,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T22:00:00+00:00,42.3833,-100.25047,13.9,6.9,78.8,0.8,211,8.9,10.2,0.0,1007.0,15000,RA,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-06T23:00:00+00:00,42.3833,-100.25047,12.0,2.8,42.2,2.2,357,5.3,3.3,2.0,1023.1,25000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-07T00:00:00+00:00,42.3833,-100.25047,10.7,4.8,59.3,5.2,68,3.1,4.4,0.0,1010.9,15000,,sample,synthetic_fixture,False
WX-SAMPLE01,2024-06-07T01:00:00+00:00,42.3833,-100.25047,9.9,6.6,82.3,0.5,186,9.4,5.4,0.0,1020.8,500,HZ,sample,synthetic_fixture,False
